id,text,label,language,source,notes
NLP0415,"today clear naman po ang kalsada, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0416,"since yesterday clear naman po ang sidewalk, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0417,A kotse is parked sa pedestrian lane and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0418,Illegal parking po: van iniwan near the market area kaya nahihirapan dumaan ang tao.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0419,"Sidewalk obstruction po, paninda nakalagay sa tapat ng tindahan.",sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0420,May private car na naka-park sa sidewalk causing pedestrians to walk on the road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0421,Report ko po yung delivery van na naka-park sa kalsada.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0422,Pedestrians cannot pass because a tarpaulin stand is blocking the sidewalk.,sidewalk_obstruction,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0423,Nakatambak ang tiles sa main road at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0424,may tambak na sako ng basura sa intersection.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0425,May paninda sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0426,simula kagabi may nakaharang sa sidewalk: tarpaulin stand.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0427,May construction materials na blocking sa intersection kailangan pong ma-check.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0428,There are sako ng basura sa barangay road blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0429,"during rush hour clear naman po ang kalsada, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0430,Garbage/debris obstruction po sa gilid ng daan: debris scattered.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0431,today may nakaharang sa sidewalk: motorcycle sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0432,"Wala pong violation sa area, malinis ang daan.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0433,Illegal parking po: van nakaharang habang nakaparada sa eskinita .,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0434,Paki-validate po yung steel bars na iniwan near the barangay hall.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0435,Paki-check po ang plastic waste na iniwan malapit sa school.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0436,"during rush hour clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0437,Paki-validate po yung semento na blocking sa public road.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0438,May mga sirang kahoy na naiwan near the market area at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0439,ngayong hapon may obstruction sa tapat ng tindahan: large container.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0440,Paki-check po ang fallen branches na nakakalat sa intersection.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0441,"today clear naman po ang public road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0442,"Wala pong violation sa area, malinis ang pedestrian area.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0443,Paki-verify po yung tindahan extension na nakalagay sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0444,"May nakaparadang motorcycle malapit sa palengke, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0445,"simula kagabi clear naman po ang sidewalk, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0446,for several hours may nakaharang sa sidewalk: motorcycle sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0447,"May nakaparadang tricycle sa main road, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0448,may kotse na iniwan at nakakasikip malapit sa palengke.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0449,A large container is blocking the road near the barangay hall.,road_obstruction,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0450,May motorcycle sa sidewalk na occupying sa sidewalk kailangan pong ma-check.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0451,Paki-check po ang crate na nakalagay malapit sa school.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0452,The kalsada is clear and passable.,no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0453,May tricycle na naka-park sa sidewalk please verify this report.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0454,"May nakaparadang tricycle sa barangay road, hindi makadaan nang maayos ang mga tao.",illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0455,May motorcycle sa sidewalk sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0456,A motorcycle is parked sa public road and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0457,A delivery van is parked near the market area and blocks the way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0458,May plastic waste na iniwan malapit sa palengke please verify this report.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0459,Construction material obstruction: buhangin blocking sa pedestrian lane.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0460,since yesterday may construction materials malapit sa palengke na sagabal sa daan.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0461,May stall na blocking sa sidewalk and it blocks the public way.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0462,May mga basura na naiwan sa pedestrian lane at sagabal sa daan.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0463,"kaninang umaga clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0464,"May nakaharang na wooden barricade sa eskinita, delikado sa motorista.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0465,Illegal parking po: tricycle nakaparada sa sidewalk at nakakaabala sa mga dumadaan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0466,this morning may jeep na nakaparada at nakakasikip sa main road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0467,There are tambak na basura sa main road blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0468,Nakatambak ang gravel sa gilid ng daan at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0469,Paki-verify po yung motorcycle sa sidewalk na nakalagay sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0470,May bricks sa daan na hindi pa nililipat.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0471,May garbage bags na nakatambak sa sidewalk kaya nahihirapan dumaan ang tao.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0472,May large container na nakaharang sa gilid ng daan na nagdudulot ng traffic.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0473,"since yesterday clear naman po ang pedestrian area, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0474,Paki-check po ang kalat na nakakalat near the barangay hall.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0475,for several hours may nakaharang sa sidewalk: display rack.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0476,May garbage bags na nakaharang sa public road .,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0477,"Road obstruction po, may large container na nasa gitna sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0478,May fallen branches na nakakalat sa pedestrian lane .,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0479,A large container is blocking the road sa tapat ng tindahan.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0480,May sasakyan na nakaparada near the market area visible po sa daan.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0481,kanina pa may nakaharang sa sidewalk: paninda.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0482,May van na parked malapit sa palengke na nagdudulot ng traffic.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0483,There are garbage bags sa pedestrian lane blocking the path.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0484,Report ko po yung delivery van na nakaparada sa public road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0485,"Road obstruction po, may sirang upuan na blocking sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0486,Paki-verify po yung tarpaulin stand na nakaharang sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0487,A traffic cone is blocking the road sa intersection.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0488,May sasakyan na nakaharang habang nakaparada malapit sa school causing pedestrians to walk on the road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0489,"clear naman po ang barangay road, walang sagabal.",no_violation,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0490,The barangay road is clear and passable.,no_violation,english,chatgpt_synthetic,synthetic thesis prototype row
NLP0491,Nakatambak ang sako ng cement sa tapat ng tindahan at nakakaabala sa road clearing.,construction_materials,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0492,for several hours may private car na nakaharang habang nakaparada at nakakasikip sa barangay road.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0493,Paki-verify po yung display rack na occupying sa sidewalk.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0494,"Road obstruction po, may crate na nasa gitna sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0495,"Road obstruction po, may traffic cone na nakaharang sa daanan.",road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0496,Paki-check po ang tambak na basura na scattered near the barangay hall.,garbage_debris,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0497,May crate na nakaharang sa sidewalk causing pedestrians to walk on the road.,road_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0498,May mesa ng vendor na naka-display sa sidewalk and it blocks the public way.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0499,May sasakyan na iniwan sa barangay road and it blocks the public way.,illegal_parking,taglish,chatgpt_synthetic,synthetic thesis prototype row
NLP0500,May display rack sa bangketa kaya napipilitan ang tao dumaan sa kalsada.,sidewalk_obstruction,taglish,chatgpt_synthetic,synthetic thesis prototype row
